text,label
crushed candy cane,FoodIconCandyCane
hot turkey sandwich,FoodIconSandwich
taro drink,FoodIconCupSoda
caramel apple,FoodIconApple
vodka soda,FoodIconMartini
banana walnut bread,FoodIconBanana
odwalla juice,FoodIconCupSoda
flatfish,FoodIconFish
pasta fagioli,FoodIconPasta
kelp noodles,FoodIconSushi
fair cone,FoodIconIceCream
amberjack fillet,FoodIconFish
random food,FoodIconShoppingBasket
hand dipped cone,FoodIconIceCream
baked frittata,FoodIconEgg
sex on the beach,FoodIconMartini
strip steak,FoodIconBeef
smoothies,FoodIconCupSoda
ice cream,FoodIconIceCream
farfalle station,FoodIconPasta
local craft beer,FoodIconBeer
naked burrito,FoodIconBurrito
egg white protein,FoodIconEgg
crab bisque,FoodIconSoup
sourdough baguette,FoodIconBread
french onion soup,FoodIconSoup
party size popcorn,FoodIconPopcorn
doner kebab,FoodIconWrap
oatmeal bar,FoodIconWheat
pretzel crisps,FoodIconBread
pitaya bowl,FoodIconIceCreamBowl
mexican food line,FoodIconTaco
smash patty,FoodIconBeef
cavatappi,FoodIconPasta
bottle of beer,FoodIconBeer
salt straw scoop,FoodIconIceCreamBowl
bronzino whole,FoodIconFish
burrito mojado,FoodIconBurrito
bryndzové halušky broth,FoodIconSoup
turkey and dressing,FoodIconDrumstick
bread line,FoodIconBread
kiddie cone,FoodIconIceCream
turkey reuben,FoodIconSandwich
sauce cup,FoodIconChefHat
food prep,FoodIconRefrigerator
rolled waffle cone,FoodIconIceCream
french omelette classic,FoodIconEgg
good culture cottage,FoodIconMilk
yoplait yogurt,FoodIconMilk
air fried chicken breast,FoodIconChicken
bbq chicken,FoodIconChicken
blended smoothie,FoodIconCupSoda
assorted groceries,FoodIconShoppingBasket
picked fruit,FoodIconApple
honey turkey deli,FoodIconHam
tempura fish,FoodIconFish
clam chowder,FoodIconSoup
plain steamed rice,FoodIconRiceBowl
mango smoothie,FoodIconCupSoda
ore ida tater tot,FoodIconFries
polar seltzer plain,FoodIconGlassWater
ancient grain bowl,FoodIconRiceBowl
bockwurst pork,FoodIconPork
grape nuts,FoodIconWheat
chicken noodle soup,FoodIconSoup
french viennoiserie,FoodIconCroissant
charms blow pop,FoodIconLollipop
aioli,FoodIconChefHat
carrot fries,FoodIconFries
general tso chicken,FoodIconChicken
angel food cake piece,FoodIconCakeSlice
cone sushi,FoodIconSushi
veggie hot dog,FoodIconHotDog
pork tenderloin,FoodIconPork
fish taco,FoodIconTaco
rice bar,FoodIconRiceBowl
butternut squash soup,FoodIconSoup
carrot au gratin,FoodIconCarrot
onaga red snapper hawaii,FoodIconFish
croissant dough baked,FoodIconCroissant
gummy worms,FoodIconCandy
push pop,FoodIconPopsicle
tart cherry juice,FoodIconCherry
fresh fruit,FoodIconApple
apple sticks,FoodIconApple
cantina line,FoodIconTaco
morning pastry,FoodIconCroissant
degustation course,FoodIconChefHat
build your own dessert bar,FoodIconCake
colorful egg,FoodIconEgg
manhattan chowder,FoodIconSoup
cookies and cream,FoodIconCookie
southwest wrap,FoodIconWrap
grenade bar,FoodIconProtein
taco station,FoodIconTaco
smorrebrod,FoodIconSandwich
fresh fruit station,FoodIconApple
butter shrimp,FoodIconShrimp
new belgium,FoodIconBeer
aldi groceries,FoodIconShoppingBasket
magnolia banana pudding,FoodIconBanana
sausage link,FoodIconHotDog
fasolada greek bean soup,FoodIconSoup
blue star donut,FoodIconDonut
refrigerated meal prep,FoodIconRefrigerator
jumbo frank,FoodIconHotDog
noodle casserole,FoodIconCookingPot
porketta,FoodIconPork
icelandic skyr,FoodIconMilk
syrah,FoodIconWine
orzo station,FoodIconPasta
cup of milk,FoodIconMilk
oyster sauce,FoodIconChefHat
triple decker sandwich,FoodIconSandwich
soda bar,FoodIconCupSoda
new york cheesecake,FoodIconCake
minnesota hotdish,FoodIconCookingPot
halibut sashimi,FoodIconSushi
pan fried egg,FoodIconEggFried
thai milk tea,FoodIconCupSoda
brownie sundae,FoodIconIceCreamBowl
cream scone,FoodIconBread
froot loops,FoodIconWheat
smashburger,FoodIconBurger
beans,FoodIconBean
egg salad wrap,FoodIconWrap
chicken stir fry station,FoodIconChicken
bottle of prosecco,FoodIconBottleWine
housemade,FoodIconChefHat
luna bar,FoodIconProtein
powerade,FoodIconCupSoda
sinigang soup filipino,FoodIconSoup
sport bar food,FoodIconProtein
butterfish,FoodIconFish
pasta verdure,FoodIconPasta
sesame seaweed snack,FoodIconSushi
chanterelle pasta,FoodIconPasta
atlantic cod,FoodIconFish
collar fish,FoodIconFish
grab and go fresh fruit,FoodIconApple
crispy taco,FoodIconTaco
waffle bar,FoodIconCroissant
water bottle,FoodIconGlassWater
crepe station,FoodIconCroissant
banana protein pancake,FoodIconBanana
pico de gallo,FoodIconChefHat
warehouse club food,FoodIconShoppingBasket
pasta salad,FoodIconPasta
glass of ice water,FoodIconGlassWater
house made waffle cone,FoodIconIceCream
couscous,FoodIconPasta
roasted pork dinner,FoodIconPork
ebi shrimp sashimi,FoodIconSushi
nitro cold brew can,FoodIconCoffee
build your own cereal,FoodIconWheat
smartwater vapor distilled,FoodIconGlassWater
banana cereal,FoodIconBanana
citrus roasted turkey,FoodIconDrumstick
twist cone machine,FoodIconIceCream
hilary's burger,FoodIconVegan
gazpacho,FoodIconSoup
english muffin pizza,FoodIconPizza
meatless main,FoodIconVegan
doubleshot espresso,FoodIconCoffee
worcestershire sauce,FoodIconChefHat
chana masala,FoodIconBean
steak sandwich filling,FoodIconBeef
baked salmon,FoodIconFish
boiled egg,FoodIconEgg
smoked turkey thigh,FoodIconDrumstick
stromboli,FoodIconPizza
dinner,FoodIconUtensils
grilled white fish,FoodIconFish
potato tots,FoodIconFries
mass gainer shake,FoodIconProtein
neoguri udon seafood,FoodIconRamen
nutrigrain bar,FoodIconWheat
blueberry pancakes,FoodIconCroissant
dinner salad,FoodIconSalad
hoagie station,FoodIconSandwich
fudge pops,FoodIconPopsicle
house cured,FoodIconChefHat
pine nut toasted,FoodIconNut
rotisserie wrap,FoodIconWrap
seaweed sheet,FoodIconSushi
fried egg ramen,FoodIconEggFried
carved deli turkey,FoodIconHam
bavette clam sauce,FoodIconPasta
shortbread cookie,FoodIconCookie
gyro cart,FoodIconWrap
blt sandwich classic,FoodIconSandwich
cobia fillet,FoodIconFish
grain bowl bar,FoodIconRiceBowl
quesabirria,FoodIconBurrito
lavash soft,FoodIconBread
slow roasted turkey leg,FoodIconDrumstick
salad bar,FoodIconSalad
ristretto,FoodIconCoffee
velveeta shells microwave,FoodIconMicrowave
turkey pepperoni,FoodIconHam
breaded chicken strips,FoodIconChicken
banana oat bar,FoodIconBanana
bolthouse farms smoothie,FoodIconCupSoda
pork chop plate,FoodIconPork
fiesta station,FoodIconTaco
banana pudding cup,FoodIconBanana
lamb gyro,FoodIconWrap
bbq chicken pizza,FoodIconPizza
whole carrot,FoodIconCarrot
cherry gelatin,FoodIconCherry
drinkable yogurt,FoodIconMilk
tuna burger,FoodIconBurger
giant candy cane,FoodIconCandyCane
sandwich bread,FoodIconBread
new orleans sandwich,FoodIconSandwich
san diego burrito,FoodIconBurrito
prepared escargot,FoodIconSnail
orange sherbet cone,FoodIconIceCream
mcflurry,FoodIconDessert
bananas foster,FoodIconBanana
sticky bun station,FoodIconCroissant
breakfast cereal,FoodIconWheat
gimme seaweed,FoodIconSushi
farmers breakfast casserole station,FoodIconEgg
street taco,FoodIconTaco
lunch station,FoodIconSandwich
mixed berry yogurt,FoodIconMilk
medicine ball tea starbucks,FoodIconCoffee
condiment bar,FoodIconChefHat
fruit display,FoodIconApple
farm to table special,FoodIconChefHat
tasting menu item today,FoodIconChefHat
pancetta pork,FoodIconPork
chomps beef stick,FoodIconProtein
waterloo,FoodIconCupSoda
birria stew,FoodIconCookingPot
tom yum fried rice,FoodIconRiceBowl
mango ice pop,FoodIconPopsicle
bok choy salad,FoodIconSalad
iced americano,FoodIconCoffee
sweet italian sausage,FoodIconHotDog
macadamia milk,FoodIconMilk
five guys style fry,FoodIconFries
potato egg casserole,FoodIconEgg
whey protein powder,FoodIconProtein
suntory beer,FoodIconBeer
cassoulet,FoodIconCookingPot
sweet and sour chicken,FoodIconChicken
lechon asado,FoodIconPork
new england chowder,FoodIconSoup
honey glazed carrot,FoodIconCarrot
whole egg dish,FoodIconEgg
nicecream banana,FoodIconBanana
variety fruit,FoodIconApple
performance bar,FoodIconProtein
shrimp pho,FoodIconShrimp
turkey wings,FoodIconDrumstick
herb salmon,FoodIconFish
sonoran bacon wrapped,FoodIconHotDog
banana ice cream,FoodIconBanana
fry bar,FoodIconFries
steam in bag broccoli,FoodIconMicrowave
popcorn chicken box,FoodIconChicken
boneless wings,FoodIconChicken
made to order crepe,FoodIconCroissant
mixed drink,FoodIconMartini
green bean casserole,FoodIconCookingPot
fluffy pancakes,FoodIconCroissant
club soda,FoodIconCupSoda
build your own burger,FoodIconBurger
beef bourguignon,FoodIconBeef
tootsie pop cherry,FoodIconLollipop
microwave oatmeal,FoodIconMicrowave
hot dogs,FoodIconHotDog
crudite carrot,FoodIconCarrot
kona macadamia,FoodIconNut
club classic,FoodIconSandwich
full service dining,FoodIconUtensilsCrossed
grilled catfish,FoodIconFish
flourless chocolate cake,FoodIconCake
manhattan,FoodIconMartini
coffee cake coffee,FoodIconCoffee
rice line,FoodIconRiceBowl
oatmeal cookie,FoodIconCookie
strawberry ice pop,FoodIconPopsicle
fried sweet plantain,FoodIconBanana
banana split classic,FoodIconBanana
tots,FoodIconFries
parmesan fries,FoodIconFries
honey roasted pistachios,FoodIconNut
large popcorn bucket,FoodIconPopcorn
fruit ice pop,FoodIconPopsicle
oyster crackers,FoodIconBread
homemade,FoodIconChefHat
hawaiian fried rice spam,FoodIconRiceBowl
breaded chicken tenders,FoodIconChicken
sriracha lime popcorn,FoodIconPopcorn
chicken and sides station,FoodIconChicken
lemonade bar,FoodIconCupSoda
total whole grain,FoodIconWheat
fizzy drink,FoodIconCupSoda
track food,FoodIconUtensils
steamed hot dog,FoodIconHotDog
cream of,FoodIconSoup
omelette bar,FoodIconEgg
cheese tea,FoodIconCupSoda
chocolate soft serve cone,FoodIconIceCream
little caesars,FoodIconPizza
poached apple,FoodIconApple
mushroom based protein,FoodIconVegan
think thin bar,FoodIconProtein
jello pop,FoodIconPopsicle
salad bar,FoodIconSalad
wine label bottle,FoodIconBottleWine
breakfast cereal bar,FoodIconWheat
dessert bar today,FoodIconCake
zarzuela,FoodIconSoup
kare udon,FoodIconRamen
fresh smoothies,FoodIconCupSoda
krispy kreme,FoodIconDonut
mustard packet,FoodIconChefHat
rice options,FoodIconRiceBowl
gewurztraminer,FoodIconWine
mango yogurt,FoodIconMilk
built bar coconut,FoodIconProtein
pasta dish,FoodIconPasta
pie bar,FoodIconCake
sunflower seeds,FoodIconNut
hot dish,FoodIconCookingPot
duck pate,FoodIconHam
dessert topping bar,FoodIconDessert
freshly meal,FoodIconMicrowave
green chile burrito,FoodIconBurrito
kir,FoodIconWine
vegan protein,FoodIconVegan
franzia,FoodIconWine
wedding cake slice,FoodIconCakeSlice
cocktail weenies,FoodIconHotDog
vegetable stew,FoodIconCookingPot
farmhouse ale,FoodIconBeer
fish taco station,FoodIconFish
steak tartare,FoodIconBeef
bean,FoodIconBean
build your own taco,FoodIconTaco
carrot muffin,FoodIconCarrot
iced macchiato,FoodIconCoffee
vanilla chocolate twist,FoodIconIceCream
cajun fries,FoodIconFries
barbacoa taco,FoodIconTaco
lemon cod,FoodIconFish
sausage line,FoodIconHotDog
restaurant special,FoodIconUtensilsCrossed
candy cane shake,FoodIconCandyCane
croaker fish,FoodIconFish
tapioca milk tea,FoodIconCupSoda
rice and beans,FoodIconRiceBowl
white pozole,FoodIconCookingPot
korean gochujang drumstick,FoodIconDrumstick
fruit smoothies,FoodIconCupSoda
taco stand,FoodIconTaco
atlantic salmon,FoodIconFish
lemon marmalade,FoodIconCitrus
caramel lollipop,FoodIconLollipop
greek egg strapatsada,FoodIconEgg
minestrone,FoodIconSoup
fry station,FoodIconFries
ube donut,FoodIconDonut
sriracha honey chicken,FoodIconChicken
paleovalley bar,FoodIconProtein
apple sauce,FoodIconApple
loaded potato soup,FoodIconSoup
build your own egg,FoodIconEgg
chuck steak,FoodIconBeef
avocado toast station,FoodIconCroissant
hot dog pretzel wrapped,FoodIconHotDog
salmorejo cordobes,FoodIconSoup
lobster poutine,FoodIconFries
oh snap pickle,FoodIconProtein
house made bread,FoodIconBread
french dip beef,FoodIconBeef
penne arrabbiata,FoodIconPasta
mixed dried fruit raisin,FoodIconGrape
sukiyaki broth,FoodIconSoup
mexican pizza taco bell,FoodIconTaco
build your own smoothie,FoodIconCupSoda
ballpark frank,FoodIconHotDog
brown rice,FoodIconRiceBowl
spiced cashews,FoodIconNut
duck confit,FoodIconDrumstick
handmade candy cane,FoodIconCandyCane
cocido madrileño,FoodIconSoup
crab apple,FoodIconApple
white bean salad,FoodIconSalad
pulled pork poutine,FoodIconFries
lenten fish,FoodIconFish
flatbread bar,FoodIconPizza
oatmeal raisin cookie,FoodIconCookie
home chef meal,FoodIconMicrowave
denver steak,FoodIconBeef
pho,FoodIconRamen
siphon coffee,FoodIconCoffee
bone in ham steak,FoodIconHam
branzino,FoodIconFish
leftover dinner,FoodIconRefrigerator
nasi goreng,FoodIconRiceBowl
smoked herring,FoodIconFish
yakisoba,FoodIconRamen
ice cream pop,FoodIconPopsicle
taqueria bar,FoodIconTaco
grilled chicken sandwich,FoodIconChicken
blackened cod,FoodIconFish
turkey deli,FoodIconHam
fruit mix,FoodIconApple
stock,FoodIconSoup
impossible whopper,FoodIconVegan
fried ice cream,FoodIconDessert
turtle sundae,FoodIconIceCreamBowl
voodoo donut,FoodIconDonut
head chef creation,FoodIconChefHat
safeway groceries,FoodIconShoppingBasket
fish special,FoodIconFish
air fry tot,FoodIconFries
steamed edamame,FoodIconBean
holiday candy stick,FoodIconCandyCane
fresh rice,FoodIconRiceBowl
extra sauce,FoodIconChefHat
french escargot,FoodIconSnail
frank in bun,FoodIconHotDog
oven roasted turkey,FoodIconDrumstick
waffle,FoodIconCroissant
mixology drink,FoodIconCupSoda
beef marinara,FoodIconBeef
double cheeseburger,FoodIconBurger
protein smoothie,FoodIconProtein
green egg no ham,FoodIconEggFried
andouille pork smoked,FoodIconPork
dino chicken nuggets,FoodIconChicken
prosciutto di parma,FoodIconHam
mediterranean wrap line,FoodIconWrap
sugar cookies,FoodIconCookie
fish fry station,FoodIconFish
egg and cheese casserole,FoodIconEgg
madeira,FoodIconWine
bánh mì station,FoodIconSandwich
smash fries,FoodIconFries
digiorno,FoodIconPizza
aloha bar coconut,FoodIconProtein
flax seed snack,FoodIconNut
annie chuns seaweed,FoodIconSushi
drip coffee,FoodIconCoffee
chicken piccata station,FoodIconChicken
fla vor ice,FoodIconPopsicle
fruit paleta,FoodIconPopsicle
cracked wheat,FoodIconWheat
candy cane pieces,FoodIconCandyCane
green grapes,FoodIconGrape
fresh eggs,FoodIconEgg
froyo cup,FoodIconIceCreamBowl
turkey ham,FoodIconHam
pudding pop,FoodIconPopsicle
glass of water,FoodIconGlassWater
pound cake slice,FoodIconCakeSlice
oreo cake,FoodIconCookie
epic bar venison,FoodIconProtein
built bar chocolate,FoodIconProtein
salsa verde burrito,FoodIconBurrito
battleship sushi,FoodIconSushi
riesling bottle,FoodIconBottleWine
fresh waffle cone,FoodIconIceCream
chicken fried chicken,FoodIconChicken
glazed duck leg,FoodIconDrumstick
fair popcorn,FoodIconPopcorn
psycho donuts,FoodIconDonut
oyakodon,FoodIconRiceBowl
pasta salad station,FoodIconPasta
lunch salad,FoodIconSalad
waffle sandwich ice cream,FoodIconIceCreamSandwich
chicken pad thai,FoodIconRamen
chilean sea bass,FoodIconFish
individual ice cream sandwich,FoodIconIceCreamSandwich
grape snack,FoodIconGrape
nori seaweed,FoodIconSushi
maraschino cherry,FoodIconCherry
thai coconut soup,FoodIconSoup
vietnamese coffee,FoodIconCoffee
cheese snack individual,FoodIconMilk
new york sour,FoodIconMartini
salad and soup bar,FoodIconSalad
gnocchi,FoodIconPasta
gourmet hot dog,FoodIconHotDog
baja taco,FoodIconTaco
spinach omelette,FoodIconEgg
carrot orange soup,FoodIconCarrot
pastrami deli slice,FoodIconHam
bean taco,FoodIconTaco
baked pasta station,FoodIconPasta
banana custard,FoodIconBanana
half pint beer,FoodIconBeer
land snails cooked,FoodIconSnail
mocha cake,FoodIconCake
farro salad,FoodIconSalad
stadium dog,FoodIconHotDog
cheesesteak beef filling,FoodIconBeef
truffle fried rice,FoodIconRiceBowl
rachel sandwich,FoodIconSandwich
rainbow sherbet cone,FoodIconIceCream
hot dog station,FoodIconHotDog
pizza station,FoodIconPizza
gyudon beef bowl,FoodIconBeef
escolar white tuna,FoodIconFish
grilled chicken cold deli,FoodIconHam
tempeh,FoodIconVegan
beef hot dog,FoodIconHotDog
veggie meal,FoodIconVegan
kamut,FoodIconWheat
turkey chili,FoodIconCookingPot
candy cane smoothie,FoodIconCandyCane
paella valenciana,FoodIconRiceBowl
top pot donut,FoodIconDonut
sea salt almonds,FoodIconNut
beef pho broth,FoodIconBeef
banana chocolate chip bread,FoodIconBanana
bottle of wine,FoodIconBottleWine
red braised pork,FoodIconPork
bean and beef burrito,FoodIconBurrito
green egg,FoodIconEgg
pilaf station,FoodIconRiceBowl
hojicha soft serve,FoodIconDessert
bakery line,FoodIconCake
conch,FoodIconSnail
baked sushi,FoodIconSushi
neapolitan pizza,FoodIconPizza
naked juice bottle,FoodIconCupSoda
core hydration water,FoodIconGlassWater
frozen yogurt bowl,FoodIconIceCreamBowl
purely elizabeth granola,FoodIconWheat
jack links beef stick,FoodIconProtein
pretzel thin crisps,FoodIconBread
turkey avocado sandwich,FoodIconSandwich
banana split boat,FoodIconIceCreamBowl
exclusive dish,FoodIconChefHat
dum dums,FoodIconLollipop
weiner,FoodIconHotDog
black bean soup,FoodIconSoup
albacore tuna,FoodIconFish
blow pop watermelon,FoodIconLollipop
footlong,FoodIconHotDog
shrimp fried rice,FoodIconShrimp
jambon beurre,FoodIconHam
corn flakes,FoodIconWheat
broiled grapefruit,FoodIconCitrus
pizza slice,FoodIconPizza
meal prepped fridge,FoodIconRefrigerator
lemonade,FoodIconCupSoda
wine,FoodIconWine
sub sandwich,FoodIconSandwich
cornish hen,FoodIconDrumstick
funfetti cake wedge,FoodIconCakeSlice
yuzu donut,FoodIconDonut
seafood bisque,FoodIconSoup
shrimp curry,FoodIconShrimp
bakery bar,FoodIconCake
teriyaki chicken station,FoodIconChicken
sauced chicken breast,FoodIconChicken
loaded nachos,FoodIconTaco
beyond meat,FoodIconVegan
tanuki udon,FoodIconRamen
zephyrhills,FoodIconGlassWater
pinot noir,FoodIconWine
golden raisin,FoodIconGrape
cabeza taco,FoodIconTaco
yuzu zest,FoodIconCitrus
one slice birthday,FoodIconCakeSlice
big mac,FoodIconBurger
vegetarian ramen,FoodIconRamen
cloud egg baked,FoodIconEggFried
cheese omelette,FoodIconEgg
orecchiette cime di rapa,FoodIconPasta
yellowtail collar kama,FoodIconFish
variety of foods,FoodIconShoppingBasket
jumbo dog,FoodIconHotDog
panini,FoodIconSandwich
croque monsieur,FoodIconSandwich
casarecce siciliana,FoodIconPasta
remy martin,FoodIconMartini
assorted foods,FoodIconShoppingBasket
slow cooker meal,FoodIconCookingPot
pulled pork,FoodIconPork
mineral water,FoodIconGlassWater
laminated pastry,FoodIconCroissant
fish,FoodIconFish
strawberry shortcake donut,FoodIconDonut
make your own salad,FoodIconSalad
long island iced tea,FoodIconMartini
chocolate fudge pop,FoodIconPopsicle
ready to eat popcorn bag,FoodIconPopcorn
fruit bar,FoodIconPopsicle
birria quesadilla,FoodIconBurrito
vegetable station,FoodIconSalad
arnold palmer,FoodIconCupSoda
bun length frank,FoodIconHotDog
meatless,FoodIconVegan
noodle station,FoodIconPasta
arroz con pollo rice,FoodIconRiceBowl
champagne grapes,FoodIconGrape
what I had,FoodIconUtensils
clam pizza,FoodIconPizza
veggie bar,FoodIconSalad
split wine bottle,FoodIconBottleWine
daily soup,FoodIconSoup
cafeteria station,FoodIconChefHat
rainier cherries,FoodIconCherry
baby banana,FoodIconBanana
frankfurter,FoodIconHotDog
rosemary focaccia,FoodIconBread
chili roasted pistachios,FoodIconNut
ultra sour pop,FoodIconLollipop
fresh cherries,FoodIconCherry
cheese round snack,FoodIconMilk
muscat grapes,FoodIconGrape
open faced turkey sandwich,FoodIconSandwich
fresh lime,FoodIconCitrus
ipa,FoodIconBeer
flatbread,FoodIconBread
turkey wrap sandwich,FoodIconSandwich
everything bagel,FoodIconBread
sopes,FoodIconTaco
brook trout fillet,FoodIconFish
mushroom pizza,FoodIconPizza
candy cane trail mix,FoodIconCandyCane
taco buffet,FoodIconTaco
cereal and milk,FoodIconWheat
rocket pop,FoodIconPopsicle
brach's candy,FoodIconCandy
bbq burger,FoodIconBurger
spanish fried egg spicy,FoodIconEggFried
einkorn,FoodIconWheat
crescent dough,FoodIconCroissant
plain skyr,FoodIconMilk
torta station,FoodIconSandwich
self serve cereal,FoodIconWheat
beer cocktail,FoodIconBeer
miso fried rice,FoodIconRiceBowl
fish chowder,FoodIconSoup
oatmeal station,FoodIconWheat
my food,FoodIconUtensils
cookie and cream,FoodIconCookie
eggs to order,FoodIconEgg
taco night,FoodIconTaco
dk donuts,FoodIconDonut
mcdonalds fries,FoodIconFries
popcorn snack,FoodIconPopcorn
birria beef,FoodIconBeef
key lime donut,FoodIconDonut
double dipped fry,FoodIconFries
restaurant dish,FoodIconUtensilsCrossed
mini cookies,FoodIconCookie
mulligatawny,FoodIconSoup
frozen banana,FoodIconBanana
chicken burrito,FoodIconBurrito
twin pop,FoodIconPopsicle
last word,FoodIconMartini
brownie cookie,FoodIconCookie
flour tortilla taco,FoodIconTaco
magic bars,FoodIconCake
bread of the day,FoodIconBread
ultra-pasteurized milk,FoodIconMilk
chicken bologna deli,FoodIconHam
nacho bar,FoodIconTaco
tres leches wedge,FoodIconCakeSlice
praline nuts,FoodIconNut
pasta bar station,FoodIconPasta
pain suisse,FoodIconCroissant
bresaola cured beef,FoodIconHam
kouign amann,FoodIconCroissant
dairy yogurt,FoodIconMilk
naked and famous,FoodIconMartini
maraschino cherries,FoodIconCherry
chicken parmesan baked,FoodIconChicken
piece of layer cake,FoodIconCakeSlice
cilantro lime rice station,FoodIconRiceBowl
casserole,FoodIconCookingPot
spaghetti,FoodIconPasta
frozen breakfast,FoodIconMicrowave
soppressata,FoodIconHam
drumstick sandwich style,FoodIconIceCreamSandwich
biodynamic wine,FoodIconWine
blended drink,FoodIconCupSoda
transparent roll rice paper,FoodIconWrap
eggnog donut,FoodIconDonut
fresh fruit cup,FoodIconApple
latina station,FoodIconTaco
radler,FoodIconBeer
nutella packet,FoodIconChefHat
penne,FoodIconPasta
ripe banana,FoodIconBanana
beef gyro,FoodIconWrap
sweet plantain,FoodIconBanana
whole grain bread,FoodIconBread
750ml wine bottle,FoodIconBottleWine
paleta de fruta,FoodIconPopsicle
carrot ginger creamy,FoodIconCarrot
black forest slice,FoodIconCakeSlice
grilled branzino,FoodIconFish
foot long hot dog,FoodIconHotDog
refried beans,FoodIconBean
shepherd's pie,FoodIconCookingPot
huevos fritos,FoodIconEggFried
s'mores cookie,FoodIconCookie
turkey leg,FoodIconDrumstick
burnt ends brisket,FoodIconBeef
pesto pizza,FoodIconPizza
veggie bowl,FoodIconVegan
microwave bowl,FoodIconMicrowave
buffalo chicken nuggets,FoodIconChicken
everlasting gobstopper,FoodIconCandy
make your own salad,FoodIconSalad
garlic chicken breast,FoodIconChicken
candy cane hershey kiss,FoodIconCandyCane
supreme pizza,FoodIconPizza
food item,FoodIconUtensils
wing sauce,FoodIconChefHat
poke bowl station,FoodIconSalad
hard boiled egg,FoodIconEgg
beer battered fish,FoodIconFish
in n out fries,FoodIconFries
rice pilaf station,FoodIconRiceBowl
tostones,FoodIconBanana
naan fresh baked,FoodIconBread
red chile burrito,FoodIconBurrito
peanut butter sundae,FoodIconIceCreamBowl
light mayo,FoodIconChefHat
nilaga beef soup,FoodIconSoup
juice and coffee,FoodIconCupSoda
cold brew,FoodIconCoffee
liverwurst braunschweiger,FoodIconHam
maple glazed carrot,FoodIconCarrot
clementine peeled,FoodIconCitrus
country fried potato,FoodIconFries
cosmopolitan,FoodIconMartini
wafer cone plain,FoodIconIceCream
condiments,FoodIconChefHat
lemon ginger water,FoodIconGlassWater
infused water,FoodIconGlassWater
bundt cake slice,FoodIconCakeSlice
morning bun,FoodIconCroissant
oranges,FoodIconCitrus
quarter pound frank,FoodIconHotDog
turkey burger,FoodIconBurger
fairlife protein shake,FoodIconProtein
dannon yogurt,FoodIconMilk
trader joes groceries,FoodIconShoppingBasket
pine nut pesto ingredient,FoodIconNut
cappuccino,FoodIconCoffee
chocolate yogurt,FoodIconMilk
grilled sardines,FoodIconFish
egg substitute scramble,FoodIconEgg
pretzel rod,FoodIconBread
wedge salad,FoodIconSalad
rolled oats,FoodIconWheat
fig jam croissant,FoodIconCroissant
condiment station,FoodIconChefHat
fresh cut fries,FoodIconFries
pecans,FoodIconNut
roasted vegetable,FoodIconVegan
medium shrimp,FoodIconShrimp
chef created item,FoodIconChefHat
hero bar,FoodIconSandwich
tequila sunrise cocktail,FoodIconMartini
pork schnitzel,FoodIconPork
portion of food,FoodIconUtensils
starlight grape,FoodIconGrape
popcorn ball,FoodIconPopcorn
fresh fruit tea,FoodIconCupSoda
beef ravioli,FoodIconPasta
schweinshaxe german pork knuckle,FoodIconPork
tortellini salad,FoodIconSalad
pork belly,FoodIconPork
dreamsicle,FoodIconPopsicle
mamba,FoodIconCandy
egg bake slice,FoodIconEgg
cuban coffee,FoodIconCoffee
weisswurst pork veal,FoodIconPork
liquid iv,FoodIconGlassWater
lime paleta,FoodIconPopsicle
croissant roll,FoodIconCroissant
skillet egg,FoodIconEggFried
pho ga,FoodIconRamen
corn dog station,FoodIconHotDog
fairlife milk protein,FoodIconMilk
cake line,FoodIconCake
truffle popcorn,FoodIconPopcorn
jumbo egg,FoodIconEgg
waldorf salad,FoodIconApple
onion bagel,FoodIconBread
lobster bun,FoodIconSandwich
cookie dough sundae,FoodIconIceCreamBowl
custom sandwich station,FoodIconSandwich
grilled peach salad,FoodIconSalad
apple pear salad,FoodIconApple
cortadito,FoodIconCoffee
fish entree,FoodIconFish
cara cara segment,FoodIconCitrus
escargot appetizer,FoodIconSnail
conch fritters,FoodIconSnail
truly wild berry seltzer,FoodIconGlassWater
deli roll station,FoodIconSandwich
watermelon paleta,FoodIconPopsicle
pho broth,FoodIconRamen
pepper jack stick,FoodIconMilk
pale ale,FoodIconBeer
corn chowder,FoodIconSoup
nachos,FoodIconTaco
hoisin glazed leg,FoodIconDrumstick
donut station,FoodIconDonut
bbq chicken drumstick grilled,FoodIconDrumstick
turkish egg cilbir,FoodIconEgg
fruit jam,FoodIconChefHat
artisan bread station,FoodIconBread
fresh baked donut,FoodIconDonut
a2 milk protein,FoodIconMilk
chicken station,FoodIconChicken
taco plate,FoodIconTaco
black coffee,FoodIconCoffee
taqueria fresh,FoodIconTaco
cold cuts,FoodIconHam
matzo crackers,FoodIconBread
strawberry oatmeal,FoodIconWheat
banana smoothie,FoodIconBanana
yogurt,FoodIconMilk
haagen dazs ice cream bar,FoodIconIceCreamSandwich
froot loops,FoodIconWheat
shrimp bisque,FoodIconSoup
meatball sub,FoodIconSandwich
minestra soup,FoodIconSoup
steamed vegetable,FoodIconVegan
baked ziti station,FoodIconPasta
super bock beer,FoodIconBeer
oyster po boy,FoodIconSandwich
chocolate paleta,FoodIconPopsicle
soft serve ice cream,FoodIconDessert
smoked trout,FoodIconFish
danimals squeezable,FoodIconMilk
